Schlüssel;Zusammenfassung;Ursprüngliche Schätzung;Verbleibende Schätzung;Benötigte Zeit;Priorität;Beschreibung
MDK-22106;[QPs] Irritierende Fehlermeldung bei Konflikt im Produktergebnis;14400;0;16200;Medium;"Vorgehen: 
# HG1 befindet sich im Produktergebnis, schaltet Autosync aus, bearbeitet 
# AM fügt neuen HG2 dem Auftrag hinzu (Orgareiter) 
# HG2 wechselt den Bearbeiter des Produktergebnis auf sich selbst, bearbeitet und synchronisiert 
# HG1 synchronisiert --> Konfliktsituation hergestellt, Konflikt kann gelöst werden (soweit korrekt) 
# Konflikt ist noch nicht aufgelöst, HG1 bearbeitet einen anderen Produktbaustein 
# HG1 gibt Produktbaustein frei 

Erwartetes Verhalten: 
Freigabe ohne Konfliktmeldung möglich, da der Konflikt nicht im Produktbaustein, sondern im Produktergebnis vorliegt und sich nur darauf beziehen sollte 

Tatsächliches Verhalten: 
Konfliktmeldung wird angezeigt, der Prüfbogen wird trotzdem freigegeben (vgl. screenshot-1.png) 

Hinweis: 
Ursprünglich auch in MDK-21884 beschrieben"
MDK-22105;CLONE - [QP Plattform] Besprechnungsnotiz Erstellbutton;7200;0;5400;Medium;Der Erstellbutton ist bei den Besprechungsnotizen kaum zu finden. Warum ist dieser unten angesiedelt und nicht in einem prominenteren Bereich, wo er auch gesehen wird.
MDK-22102;CLONE - [AM] Uhrzeit im Template entspricht am/pm und nicht 24h-Anzeige;14400;0;9000;Medium;"edit_MP: 

siehe letzter Kommentar am Ticket:  

_Fehler besteht weiterhin beim ERNEUTEN ERSTELLEN des Dokuments nach Änderung der Prüfzeit._ 

*Originalbeschreibung:* 

getestet am Produkt QPa 2021 

Wird die Prüfbeginnuhrzeit auf 12 Uhr und später gesetzt, so erscheint im Template die p.m.-Zeit als ""Prüfung ab ca."" 

Bsp: 

Prüfbeginn 12:30 Uhr im Planungselement 

-> Uhrzeit im Template 0.30 Uhr (erwartet: 12.30 Uhr)"
MDK-22100;CLONE - [AM] bestätigter Postversand ohne Datums und Bearbeiterangabe;14400;0;7200;Medium;"In den Versandangaben bei einem Postversand ist nicht ersichtlich, wer wann die Bestätigung betätigt hat. 

Im Beispiel aus dem Screenshot, VU=Prüfbericht an Träger. (""Postversand"") 

Im älteren/unteren VU steht der Versender drin, das Datum/Uhrzeit fehlt. (""Datum Post"") 

Im jüngeren/oberen VU steht weder Datum/Uhrzeit noch Versender drin. (""Datum und Versender Post"") 

Unterschied ist eine Minutenzahl. Auch nach dem Warten mehrerer Minuten und mehrfachem Aktualisieren, steht im oberen Verlauf kein Versender, im unteren jedoch schon. Ein Datum fehlt bei beiden. 

Es ist daher nicht belegbar, dass der Prüfbericht innerhalb der zeitlichen Vorgaben versendet wurde. 

  

Bei anderen Versandumfängen (nicht Postweg) ist dies korrekt hinterlegt."
MDK-22095;CLONE - [QPa][HKP][QPb] Abrechnung Grammatik;14400;0;42300;Medium;"edit_MP: 

SOLL:  

Erste Zeile: Bei 1 von 1 versorgten Person..... 

Zweite Zeile: Bei der 1 versorgten Person 

*Originalbeschreibung:* 

getestet mit 2006.01.03 SasseLeo 
Einrichtung Ambulante Krankenpflege Beate Fischer ANR 119 
  
Hier muss die Grammatik/Ausdruck angepasst werden. 
Unter Zusammenfassende Beurteilung 2. Abrechnungsbögen 
*Bei den 1 versorgten Personen* mit Auffälligkeiten wurden über alle Bewertungsfragen hinweg insgesamt 8 Auffälligkeiten festgestellt. 
 "
MDK-22094;"CLONE - [QPs|QPtpf] Prozesstests; erzwungene erneute Aggregation der Prüfbögen B und C ohne sachlichen Grund";14400;0;37800;Medium;"Nach einer Wiedereröffnung wird generell eine erneute Aggregation der Prüfbögen B und C gefordert, auch wenn in keinem der Prüfbögen A die Freigabe zurückgenommen wurde. Dies bedeutet ggf. einen erheblichen Mehraufwand (unnötige Freigaberückname Prüfbogen B, erneute Aggregation Prüfbogen B und Freigabe Prüfbogen B, unnötige Freigaberückname Prüfbogen C, erneute Aggregation Prüfbogen C und Freigabe Prüfbogen C). 

  

Gewünschtes Verhalten: 

Eine erneute Aggregation der Prüfbögen B und C soll nur gefordert werden, wenn in Prüfbögen A eine Bewertungsänderung (A bis D-Bewertungen) erfolgt ist (alternativ ist Freigaberücknahme eines Prüfbogens A auch ein übersteuerbarer Warnhinweis zur ggf. notwendigen erneuten Aggregation denkbar, siehe dazu auch den Kommentar im MMI-1051)."
MDK-22092;CLONE - [QPa] Freigabe EHB dauert;14400;0;14400;Medium;"getestet mit RL 2006.05 

EHB Person/Abrechnung erstellt und vollständig bearbeitet 

Freigabe eines EHB dauert über 60 Sekunden (siehe Aufzeichnung) 

  

Erwartetes Ergebnis: 

Freigabe eines EHB sofort, ohne Zeitverzögerung, möglich."
MDK-22091;CLONE - [QPTPF] Supervision Änderungen werden dem HG nicht angezeigt;14400;0;146700;Medium;"Dem GA nach Supervision werden geänderte Felder gelb markiert angezeigt, aber nicht die betroffenen Kapitel, so wie bei Aufnahme von Kommentaren (siehe Bilder), sodass der GA sich durch den gesamten Bogen / Bericht klicken muss, um alle Änderungen zu sehen. 

In der Spezifikation steht nur ""Feld"" [https://mdk-confluence.test-server.ag/pages/viewpage.action?pageId=43158068] 

müsste dann dort auch angepasst werden. 

*Originalbeschreibung:* 

Dem Hauptgutachter werden die textlichen Änderungen im Prüfbericht nicht angezeigt, sondern nur die Kommentare."
MDK-22090;CLONE - [QP Plattform] ungelesener Status;14400;0;81000;Medium;"edit_MP: 

Ich kann nicht richtig einschätzen, ob Fehler oder nicht --> ggfs. wieder schließen 

Der Fehler ist, dass die Auftragsliste komplett ungelesen ist bei vorallem erstmaligem Anmelden mit Usern, die lange nicht benutzt wurden, obwohl andere schon mit diesen Nutzern Aufträge geöffnet haben und der Status damit gelesen sein müsste. 

*Originalbeschreibung:* 

getestet mit RL 2006.04.01 

Supervisor (bartllil) meldet sich in MDc an (online) 

ungelesener Status nur teilweise vorhanden, Unterteilung in HG/NG/SV usw. *nicht* vorhanden (siehe Screenshot) 

Pfeil zurück betätigt in Startansicht  

""Kachel"" Vorgänge/Aufträge erneut geöffnet 

nun sind alle ungelesene Status vorhanden 

  

Erwartetes Ergebnis: 

Der gesamte ungelesene Status muss sofort, nach Erstaufrufen der Kachel Vorgänge, vorhanden sein. 

 "
MDK-22089;CLONE - [QPs/QPtpf] Prüfbogen B;14400;0;3600;Medium;"edit_MP: 

SOLL: Vollzeit (Stunden/Woche) 

-Für alle Produkte zu beheben- QPs und QPtpf 

*Originalbeschreibung:* 

getestet im RL 2006.04.01 

Prüfbogen B 

J. Zusammensetzung Personal 

!image-2021-11-04-13-50-12-312.png! 

Hier sollte Vollzeit ausgeschrieben sein und nicht Vz abgekürzt werden. 

In QPa ausgeschrieben --> angleichen an alle Produkte 

Zudem die Aufteilung (UI) in QPs und QPts unterschiedlich programmiert wurde --> ebenso angleichen (wie QPs) --> siehe Screenshot 

 "
MDK-22066;[Versandumfänge] Versandumfänge werden u.U. nicht erstellt (Verarbeitung RabbitMQ);14400;0;18900;Medium;"Sowohl beim automatischen als auch dem manuellen Erstellen von Versandumfängen kommt es zum Fehler (s. screenshot-1.png) 
 "
MDK-22063;[Plattform] Bei Vorgängen lassen sich keine Formulare anlegen.;14400;0;10800;Medium;"IST: 
grosstom hat den Vorgang angelegt, krebsumu wurde als Produktbausteinbearbeiter zugewiesen; 
Wenn krebsumu ein Formular anlegen möchte, ist der Button inaktiv, dafür ist der Button zum Anlegen der Produktbasis aktiv, und ohne Schlüsselliste. Der Produktbausteinbearbeiter kann somit keine Formulare anlegen. 
Die Berechtigungen P-R-5 und V-R-43 sind vorhanden. 
  
SOLL: 
- ""Produktbasis anlegen"" Button sollte nicht vorhandne sein 
- ""Formular erstellen"" sollte für den Produktbausteinbearbeiter aktiv sein. 

Hier: Gremium und Anfrage auf der QA betroffen, möglicherweise ist dies bei anderen Vorgängen aber auch der Fall. Auf der Systemtest 2006.05.02 sind die Buttons korrekt."
MDK-22060;[DMS] - DMS Prozess wird nicht korrekt beendet;57600;0;49500;Medium;"Aktuell wird der DMS Prozess nicht korrekt beendet. Dies äußert sich im Log des Clients mit der Warnung ""The hyper child process failed to shutdown"". D.h. es gibt einen Timeout, während darauf gewartet wird, das sich der DMS Prozess beendet. Nach dem Timeout wird der DMS Prozess erfolgreich ""mit Gewalt"" vom Client beendet. 

Man kann mit folgender Logging Konfiguration in der app-config bewirken, dass auch das hyper.log gefüllt wird: 
{quote}{{""log"": {}} 
{{  ""level"": ""info"",}} 
{{  ""console"": true,}} 
{{  ""humane"": true,}} 
{{  ""hyper"": {}} 
{{    ""level"": ""debug""}} 
{{   },}} 
{{  ""categoryLevels"": {}} 
{{    ""DMS"": ""debug"",}} 
{{    ""HyperDeskChild"": ""info"",}} 
{{    ""Renderer"": ""warn""}} 
{{  }}} 
{{},}}{quote} 
Dann kann man im hyper.log beobachten, dass die shutdown Methode im DMS sehr wohl ausgeführt wird. Jedoch ist unklar, ob alle Finalizer ausgeführt werden können. Außerdem könnte es sein, dass die Queue des Node Event Loops nicht leer wird, oder das die DMS Worker sich nicht beenden."
MDK-22058;"[Offline] Toast ""Synchronisieren erfolgreich"" im Offline-Modus";14400;0;68400;Medium;"Ist: 
1. Nutzer hat einen Auftrag heruntergeladen und die Produktbausteine synchronisiert 

2. Nutzer geht Offline 

3. Nutzer versucht einen der Produktbausteine über das Ellipsis-Menü im Produkt-Reiter zu löschen 

-> MDconnect gibt den Toast aus, dass die Synchroniserung erfolgreich war 

  

Soll: 
Im Offline-Modus soll dem Nutzer nicht der Anschein vermittelt werden, dass irgendetwas synchronisert wird. Der Toast sollte daher bei Funktionen, durch die er getriggert wird, im Offline-Modus unterdrückt werden."
MDK-22057;"[Offline] Button ""Synchronisieren"" ist im Offline-Modus aktiv";14400;0;59400;Medium;"Der Button ""Synchronisieren"" ist im Offline-Modus an zwei Stellen aktiv: 

1.) 

Was habe ich getan: 
1. Auftrag anlegen und verplanen 
2. als HG Produktbaustein erstellen, bearbeiten, synchronisieren 
3. Offline gehen 

Der Button ""Synchronisieren"" ist für den Bearbeiter des Produktbausteins aktiv. 

2.) 

1. Auftrag anlegen und verplanen 
2. Produktbaustein erstellen, bearbeiten, synchronisieren 
3. In den Produkte Reiter zurückkehren und Offline gehen 
4. Ellipsis-Menü öffnen 

Der Button ""Synchronisieren"" ist für den Bearbeiter des Produktbausteins aktiv. Das Verhalten ist hier irritierend, da im Offlinemodus keine Aktion passieren sollte, aber durch Klick auf den Button dennoch der Toast zur erfolgreichen Synchronisierung kommt. 

Auch die Funktionen ""Bearbeiter wechseln"" und ""Versionen"" sind keine Funktionen, die im Offline-Modus möglich sind. (siehe auch [1.5 Online- und Offline-Modus in MDconnect|https://mdk-confluence.test-server.ag/display/SN/1.5+Online-+und+Offline-Modus+in+MDconnect?src=contextnavpagetreemode]) Diese sollten ebenfalls nicht dem Nutzer im Offline-Modus zur Verfügung gestellt werden. 

+Soll:+ 
* Der Button ""Synchronisieren"" sollte im Offline-Modus nicht aktiv sein (Unabhängig davon, ob Produktbausteinbearbeiter oder jemand anders) 
* Weitere Buttons, die Aktionen triggern, die nur im Online-Modus möglich sind, sollten ebenfalls nicht im Offline-Modus dem Nutzer zur Verfügung stehen (Gilt auch für die Tabelle der gelöschten Daten) 

+Nachtrag:+ 
* Im Ellipsis Menü sind abhängig vom Zustand des Produktbausteins unterschiedliche Funktionen möglich, die ebenfalls betroffen wären:  ""Reviewer wechseln"", ""Supervisor wechseln"", ""abschl. Supervisor wechseln""  

  

edit_CB: 

Im Offline-Modus sollten auch folgende Button deaktiviert werden 
* Produktbaustein im Review der Button ""Review abschließen"" 
* Produktbaustein in der Supervision der Button ""Supervision abschließen"" 
* Produktergebnis in der abschließenden Supervision die Button ""zum Bearbeiter"" und ""Freigeben"" 
* in den untergelagerten Produktbausteinen, wenn diese bereits freigegeben sind, den Button ""Freigabe zurücknehmen"""
MDK-22056;CrossFieldValidation-Mechanismus räumt Subscription nicht ab;14400;0;55800;Medium;"In der Datei cross-field-validation.utils.ts führt die Methode setCrossFieldValidations ein .subscribe() aus, welches nicht mehr beendet wird. Hierdurch werden aktuell in der QP-Listenansicht Fehler produziert, sofern man zuvor die SB-Listenansicht betreten hatte.  

Der Code ist so umzubauen, dass die Subscription in der verwendenden Komponente erfolgt, sodass dort ein takeUntil(destroy$) verwendet werden kann."
MDK-22053;[QPa] - Prüfbericht Frage 3.5 doppelt angezeigte Antwort;14400;0;32400;Medium;"wenn in EHB Eirichtung die Frage 3.5 mit ""nein"" beantwortet wird, dann wird die Antwort dazu im Prüfbericht doppelt angezeigt 

  

!image-2021-12-07-13-35-01-150.png|width=1597,height=642!"
MDK-22052;[Produktdesigner/QPa] Kapitel 8.1: Falsche Labels im Produktergebnis/Prüfbericht;14400;0;58500;Medium;"*IST:* 

Die Felder ""Datum"" und ""Uhrzeit"" aus Kapitel 8.1 haben im Produktergebnis/Prüfbericht falsche Labels. 

*!image-2021-12-07-13-28-38-764.png|width=702,height=115!* 

*SOLL:* 

Die Felder ""Datum"" und ""Uhrzeit"" aus Kapitel 8.1 haben im Produktergebnis/Prüfbericht die Labels ""Begutachtung am:"" und ""um:"". 

[https://mdk-confluence.test-server.ag/pages/viewpage.action?pageId=54154708] 

*!image-2021-12-07-13-29-04-346.png|width=543,height=202!*"
MDK-22051;CLONE - [UMS/DTA] Stornierung via DTA während Auftrag zur Bearbeitung durch Nutzer gesperrt fehlerhaft;14400;0;70200;Medium;"1. Auftrag im UI durch Nutzer zur Bearbeitung gesperrt 

2. via DTA-Schnittstelle send-stornierung-pruefauftrag wird für diese Auftragsnummer eine valide Stornierung ausgelöst 

3. MDc bestätigt die Stornierung mit einer Zwischennachricht vom Typ  
STORNO_BESTAETIGUNG 

4. weiterhin geöffneter Auftrag im UI wird vom Nutzer über SPEICHERN-Schaltfläche gespeichert 

5. Überprüfung des Auftragsstatus im UI zeigt, dass der Auftrag im Zustand ""In Bearbeitung"" verbleibt 

Erwartetes Verhalten wäre, dass der Auftrag sich im Zustand STORNO befindet ODER dass die Stornierung via send-stornierung-pruefauftrag fehlschlägt. Die Daten müssen konsistent bleiben."
MDK-22048;CLONE - [QPa] Übergabe Supervision/Review an User mit Rolle Super_User nicht möglich;14400;0;24300;Medium;"edit_MP: 

Nachstellbar auf MDK-Umgebung 2006.05.01 

*Originalbeschreibung:* 

Übergabe an Supervisor/Review aus EHB und über Funktion ""Supervisor/Reviewer wechseln"" an User mit der Rolle Super_User nicht möglich. Dabei sind alle Zuständigkeiten vorhanden. EHB kann jedoch an andere Testuser zur Supervision/Review übergeben werden (herzignah/herzigmil).  

Siehe GIF"
MDK-22044;CLONE - [AM] Fehlermeldung zur Entfernung ohne Gutachterangaben;14400;0;7200;Medium;"edit_MP: 

nachstellbar auf 2006.05.01 

*Originalbeschreibung:* 

IST: Bei den Fehlermeldungen, dass die Entfernung zur Einrichtung die maximal zulässige Entfernung übersteigt ist nicht ersichtlich welchen Gutachter es betrifft. (siehe screenhot) 

SOLL: Bei der Fehlermeldung zur Entfernung muss erkennbar sein bei welchem Gutachter die maximal zulässige Entfernung überschritten wird. "
MDK-22042;"CLONE - [AM] falscher Hinweis ""Änderungsantrag offen"" im Auftrag";14400;0;14400;Medium;"edit_MP: 

Bei uns nicht gezielt reproduzierbar, aber auf deren Umgebung sehe ich das für den aufgeführten Auftrag. Wir können gerne auf deren Umgebung gehen. 

*Originalbeschreibung:* 

IST: Im Auftrag ist ein Kennzeichen ""Änderungsantrag offen"" vorhanden, obwohl kein Änderungsantrag offen ist.  

SOLL: Wenn kein Änderungsantrag offen ist, darf im Auftrag dies auch nicht erscheinen.  

 "
MDK-22039;CLONE - [QP] Langsame Performance in der Anzeige des Prüfauftrags/Erhebungsbögens;14400;0;99900;Medium;"In Absprache mit Michael Gassmann (und Herrn Ebbing) eröffnen wir dieses Ticket für MD-HE, Herrn Mattheis, MDconnect TEST 2006.04.03: 



Im HE Testsystem dauert das aufmachen eines Prüfauftrages unter Produkte sehr lange 5-10 Sekunden. Ebenso das Öffnen von Personen- oder Abrechnungsbögen. Die Performance wird mit jedem weiteren Bogen langsamer. 

  

Version 2006.04.03 

Dies wurde Herrn Ebbing und Herrn Gassmann in einem Termin  mit Herrn Mattheis und  vorgeführt."
MDK-22037;CLONE - [QPa] Prüfbericht erstellen nicht möglich;14400;0;3600;Medium;"edit_MP: vermutlich hat der Fehler damit zu tun, dass hier ein ""migrierter"" Auftrag genutzt wird 
# Auftrag mit 2006.05.00 angelegt mit EHB Person und EHB Abrechnung 
# in 2006.05.01 Auftrag EHB Einrichtung hinzugefügt 
# Prüfbericht anlegen 

IST: Prüfbericht kann nicht angelegt werden 

SOLL: Prüfbericht wird angelegt 

zum Nachtest: Wir konnten den Fehler innerhalb einer Version nicht nachstellen, auch nicht mit den angehangenen Bögen. 

*Originalbeschreibung:* 

RL 2006.05.01 

QPa PT 4 – Qualitätsprüfung Pflege nach §114 SGB XI 2021 

Prüfauftrag: 211123-29-000000129 

EHB Einrichtung/Person/Abrechnung erstellt und freigegeben 

Erstellung des Prüfberichtes nicht möglich durch HG --> Fehlermeldung"
MDK-22026;[Plattform/Versand] Wiedereröffnungscounter aus Versand entfernen;43200;0;16200;Medium;"*Ist* 

Der Wiedereröffnungscounter am Versand ist ein Relikt aus der Zeit, in der es noch keine Versandhistorie gab. An einigen Stellen wird immer noch auf den Wiedereröffnungscounter zugegriffen. Dieser wird jedoch nur noch beim Erstellen des Versand gesetzt, d.h. in der Regel bleibt dieser auf 0. Dadurch ergeben sich aktuell zwei Bugs: 
# Der automatische Abschluss nach einer Wiedereröffnung geschieht immer, ungeachtet ob die Zustände der Versandumfänge es zulassen würden. 
Siehe dazu: _VoAInVersendungExecution.transferVoAIfPossible_ 
# Der Transparenzdatensatz wird nach einer Wiedereröffnung nicht verschickt, da der  Zustand nie auf IN_VORBEREITUNG und der Zielzustand nie auf VERSENDET gesetzt wird. 

*Soll* 

Der Wiedereröffnungscounter soll entfernt werden, da die Logik mit der Versandhistorie ausreicht. 

  

*Anmerkung* 

{_}Umgehbar{_}, da der Transparenzdatensatz manuell versendet und der Auftrag nach automatischen Abschluss manuell wiedereröffnet werden kann."
MDK-22023;DMS - DMS Prozess kann nicht aufgeräumt werden;14400;0;28800;Medium;"Bei mir tritt gerade ein ""The hyper child process failed to shutdown"" Fehler auf. Es bleibt Node Prozess definitiv liegen."
MDK-22009;[Versandplattform] Versandhistorie nicht ausklappbar (nur 2201.00.00);14400;0;10800;Medium;"*Ist* 

Besitzt ein Versand eine Versandhistorie, wird ein Pfeil am Versand in der Versandliste angezeigt. Dieser kann angeklickt werden, jedoch passiert nichts, d.h. es wird keine Historie angezeigt. 

!image-2021-12-03-17-51-10-723.png! 

*Soll* 

Die Historie wird nach einem Klick auf den Pfeil angezeigt. Nach einem erneuten Klick auf den Pfeil soll die Historie wieder versteckt sein, usw. 

!image-2021-12-03-17-53-28-228.png!"
MDK-22008;CLONE - [Rollen/Rechte] SUPERVISOR - XX0000 Fehler bei der Erstanmeldung;14400;0;68400;Medium;"edit_CB: 

Beim Nachtest konnte ich ein ähnliches Verhalten feststellen, allerdings mit der Fehlermeldung XX0001. In meinem Fall habe ich der Nutzerin dickmal alle Rollen und Zuständigkeiten entzogen. Allerdings war noch eine beendete Zuständigkeit in einem Auftrag vorhanden (Supervision), sodass in der Support-Info die Rechte der Zuständigkeit noch zu sehen waren. 

Der Kunde hat den Fehler mit 00 am Ende und in den Screenshots sind keine Zuständigkeiten mehr zu sehen. 

Bitte die Fehlermeldung sprechend anpassen/formulieren. 

  

Originalbeschreibung: 

Ich habe einem Benutzer keine Rolle zugewiesen, da ich die Zuständigkeit Supervisor testen wollte. Beim Betreten der Kachel Vorgänge kam eine Fehlermeldung 

Obwohl mir noch keine Aufträge zugeordnet sind, scheint MDconnect da einen Prüftermin zu prüfen. Vielleicht noch aus dem Cache oder so, da der Nutzer vorher eine andere Rolle hatte, aber keinem Auftrag mehr zugeordnet ist, da ich diese gelöscht habe oder auf andere Nutzer verteilt habe. Die beendeten Zuständigkeiten sind auch entfernt, es ist ein neuer Tag und in der Info ist nichts zu sehen. 

Beim neu Laden von MDconnect kam der Fehler nicht mehr."
MDK-22007;CLONE - [Rollen/Rechte] QP_FACHANGESTELLTE_EXTERNE_QS - Stellvertreterauswahl Prüfung nicht sichtbar;14400;0;19800;Medium;"edit_CB:  

Es gibt zwei Fehlerbilder beim Nachtest. 

1) Wenn ich zwei Zeiträume vergebe die sich überschneiden, erscheint die rote Schrift im Fehlerhinweis. Wenn ich in einen anderen Nutzer wechsel bleibt diese erhalten (auch wenn man in eine andere Kachel wechselt und wieder zurück geht auf einen beliebigen Nutzer) 

2) Die Fehlermeldung an sich ist anders dargestellt als ähnliche Fehlermeldungen auf anderen Masken s. Screenshot aus der Kachel Auftraggeber. 

  

  

Originalbeschreibung: 

Bei der Auswahl eines neuen Stellvertreters und doppelter Vergabe wird eine unscheinbare Meldung angezeigt,  

!image-2021-11-24-10-40-17-999.png! 

Diese wird allerdings leicht übersehen, da die Daten bei dieser Meldung nicht gespeichert werden, sollte eine Fehlermeldung im üblichen UI Design angezeigt werden. Wieso hier so eine fast nicht sichtbare Meldung gezeigt wird, ist mir nicht klar. 

  

 "
MDK-22005;CLONE - [ab. Supervision] Änderungen gehen verloren wenn SV Rücksprung nutzt;14400;0;129600;Medium;"edit_MP: 

Fehler auf 2006.05.01 nachgetestet 
# Auftrag für QPab öffnen und verplanen, insbes. ab. Supervisor einplanen 
# Bögen Einrichtung und Person anlegen und freigeben 
# Prüfbericht anlegen und freigeben 
# als ab. Supervisor Prüfmaßstab ändern 
# Internetadresse der Einrichtung ändern (Angaben Prüfung 1.2h) über Editierstift 
# Einrichtungsbogen wieder freigeben 
# Prüfbericht öffnen 

IST:  
* initial Internetadresse nicht aktualisiert, aber Änderung Prüfmaßstab vorhanden 
* nach Schließen und Neuöffnung des Berichts, ist es genau andersrum, Internetadresse da, aber nicht die Änderung im Prüfmaßstab 

SOLL: 

Änderungen werden gespeichert und direkt angezeigt / übernommen 

*Originalbeschreibung:* 

TP-2368 

IST: 

ab. SV ändert im Prüfbericht den Prüfmaßstab. Danach nutzt ab. SV die Rücksprungfunktion* und ändert im Produktbaustein etwas. danach gibt den Produktbaustein wieder frei. 

MDc springt zurück in den Prüfbericht (Produktergebnis).  

Die Kommentarspalte für die Supervision verschwindet. 

Die Änderungen im Prüfmaßstab ebenso. 

 * das gleiche Verhalten habe ich auch, wenn ab. SV nicht die Rücksprungfunktion nutzt sondern direkt in die Produktbausteine geht und dort die Freigabe zurück nimmt. 

Wenn ab. SV das Produktergebnis verlässt und erneut öffnet, ist die Kommentarspalte wieder da. Die Änderungen im Produktbaustein sind übernommen, aber die Änderungen im Produktergebnis sind verworfen!  

  

SOLL: Auch nach Nutzung der Rücksprungfunktion sollte die Änderungen im Produktergebnis erhalten bleiben und die Kommentarspalte weiter zur Verfügung stehen."
MDK-22004;[Versandplattform] Bearbeitung von Versandobjekten wird nicht angezeigt (nur 2201.00.00);14400;0;7200;Medium;"*Ist* 

Wird ein Versand über den Dialog ""[Versand] bearbeiten"" verändert, beispielsweise der Versandweg geändert oder die Adressliste modifiziert, so werden diese Änderungen nach dem Speichern nicht sofort angezeigt, d.h. die Änderungen sind weder in der Versandliste erkennbar noch im Dialog ""[Versand] bearbeiten"". Erst nach einem erneuten Initialisieren des Versand-States, beispielsweise durch das Speichern des VoA, werden die Änderungen angezeigt. 

Dies betrifft gleichermaßen Korrespondenzen als auch Versandumfänge. 

*Soll* 

Die Änderungen am Versand sollen nach dem Speichern im Dialog ""[Versand] bearbeiten"" sofort angezeigt werden."
MDK-22002;CLONE - [QPtpf] Drucken des bearbeiteten Kapitel fehlerhaft;14400;0;27000;Medium;"edit_MP: 
Die schwarzen Kästchen werden nicht übernommen. 

*Originalbeschreibung:* 

Derzeit müsste das Drucken der aktuell bearbeiteten Kapiteln in MDc möglich sein,. 
Ich habe denn Anhang QDV TP als PDF ""gedruckt"" dieser ist jedoch nicht befüllt im PDF. 

!image-2021-12-02-11-03-00-036.png|thumbnail!"
MDK-22001;Typeahead für DRG-/PEPP-Katalog bleibt leer, wenn Auftrag initial geöffnet wird;14400;0;14400;Medium;"Die Typeaheads ""Abgerechnete KH PEPP/Bezeichnung"" und ""Abgerechnete GKV PEPP/Bezeichnung"" bei PEPP bzw. ""Abgerechnete KH DRG/Bezeichnung"" und ""Abgerechnete GKV DRG/Bezeichnung"" bei DRG bleiben leer, wenn der Auftrag readonly ist und zum ersten Mal geöffnet wird. Wird der Auftrag über ""Bearbeiten"" in Bearbeitung genommen/gesperrt, erscheinen die Werte korrekt im Feld. 

Technischer Hintergrund: 

Zum initialen Setzen des Wertes wurde zwar der bekannte Workaround über {{setDisplayValue}} im {{afterWriteValue}}-Hook implementiert, allerdings greift der Workaround hier nicht und das Feld bleibt leer. Erste Recherchen ergaben, dass der Wert zwar per {{setDisplayValue}} gesetzt wird, *danach* allerdings durch zweimaliges Aufrufen von {{writeValue}} in der {{TypeaheadComponent}} wieder mit {{undefined}} überschrieben wird. 

Durch eine Überarbeitung der Typeahead-Component sollte sich das Problem beheben lassen."
MDK-21997;CLONE - [QPs] Prüfbericht (Produktbasis), Übernahmefehler aus den Prüfbögen A;;0;14400;Medium;"edit_RK: 
Die Übernahme funktioniert ebenfalls nicht, wenn man dem Prüfbogen nach Freigabe und Erstellung des Prüfberichts nochmal die Freigabe entzieht und den Prüfbogen A ändert. 

Originalbeschreibung: 
Texte, die in die Prüfbögen A im Qualitätsaspekt 4.3 bei der Informationserfassung im Freitextfeld unter den Checkboxen/Textfeldern stehen (siehe hier die beispielhaften Screenshots von P2 „Test, Theo“ und P8 „Mayer, Martha"") werden nicht in die entsprechende Anlage Prüfbogen B des Prüfberichtes übernommen (siehe Screenshot 3 und 4). Daraus resultiert ein Informationsverlust und somit ein inkonsistentes, nicht versandfähiges Produkt. 

  

Erwartetes Verhalten: 

Alle relevanten Informationen sollen nach den definierten Regeln in den Prüfbericht bzw. in die Anlagen zum Prüfbericht übernommen werden. 

  

Spec: https://mdk-confluence.test-server.ag/pages/viewpage.action?pageId=63933421"
MDK-21994;[QPa/HKP] Erstellung Abrechnungsbogen: keine Zuordnung möglich;14400;0;900;Medium;"Im Rahmen der e2e Tests ist aufgefallen, dass beim erstellen eines Abrechnungsbogens der vorher erstellte Personenbogen nicht zugeordnet werden kann, weil das ""gehört zu""-Typeahead ausgegraut bleibt. 

Erwartetes Verhalten: 
Typeahead ist aktiv und lässt die Zuordnung zum bereits erstellten Personenbogen zu."
